STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total,shortCode
A & N ISLANDS,2007,Total,0,36,26,27,11,100,6,30,10,8,2,56,156,AN
A & N ISLANDS,2007,Total Salaried,0,18,16,12,2,48,0,2,0,0,0,2,50,AN
A & N ISLANDS,2007,Total Self-employed,0,4,5,9,5,23,0,0,0,0,0,0,23,AN
ANDHRA PRADESH,2007,Others (Please Specify),45,1435,1660,1053,542,4735,72,563,363,227,119,1344,6079,AP
ANDHRA PRADESH,2007,House Wife,0,0,0,0,0,0,0,1105,811,405,159,2480,2480,AP
ANDHRA PRADESH,2007,Service (Government),0,71,86,63,0,220,1,26,19,9,0,55,275,AP
ANDHRA PRADESH,2007,Service (Private),6,239,490,266,102,1103,3,41,105,72,49,270,1373,AP
ANDHRA PRADESH,2007,Public Sector Undertaking,0,46,99,62,3,210,4,8,13,4,0,29,239,AP
ANDHRA PRADESH,2007,Student,63,327,27,3,0,420,80,193,6,0,0,279,699,AP
ANDHRA PRADESH,2007,Unemployed,0,120,146,74,0,340,7,43,10,3,0,63,403,AP
ANDHRA PRADESH,2007,Self-employed (Business activity),0,262,374,249,40,925,0,16,16,22,1,55,980,AP
ANDHRA PRADESH,2007,Professional Activity,2,110,151,109,49,421,7,31,17,3,0,58,479,AP
ANDHRA PRADESH,2007,Farming/Agriculture Activity,5,325,620,421,137,1508,20,113,90,53,13,289,1797,AP
ANDHRA PRADESH,2007,Retired Person,0,1,7,4,55,67,0,0,0,6,5,11,78,AP
ANDHRA PRADESH,2007,Total,121,2936,3660,2304,928,9949,194,2139,1450,804,346,4933,14882,AP
ANDHRA PRADESH,2007,Total Salaried,6,356,675,391,105,1533,8,75,137,85,49,354,1887,AP
ANDHRA PRADESH,2007,Total Self-employed,16,1333,2058,1342,567,5316,59,443,289,204,75,1070,6386,AP
ARUNACHAL PRADESH,2007,Others (Please Specify),0,10,12,0,0,22,3,3,1,2,0,9,31,AR
ARUNACHAL PRADESH,2007,House Wife,0,0,0,0,0,0,0,2,8,0,0,10,10,AR
ARUNACHAL PRADESH,2007,Service (Government),0,0,5,4,0,9,0,0,0,0,0,0,9,AR
ARUNACHAL PRADESH,2007,Service (Private),0,10,5,2,1,18,0,1,0,0,0,1,19,AR
ARUNACHAL PRADESH,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,AR
ARUNACHAL PRADESH,2007,Student,1,2,0,0,0,3,2,6,0,0,0,8,11,AR
ARUNACHAL PRADESH,2007,Unemployed,1,11,12,1,0,25,0,1,1,0,0,2,27,AR
ARUNACHAL PRADESH,2007,Self-employed (Business activity),0,1,1,2,0,4,0,0,0,0,0,0,4,AR
ARUNACHAL PRADESH,2007,Professional Activity,0,1,0,0,0,1,0,0,0,0,0,0,1,AR
ARUNACHAL PRADESH,2007,Farming/Agriculture Activity,0,4,9,1,0,14,0,1,0,0,0,1,15,AR
ARUNACHAL PRADESH,2007,Retired Person,0,0,0,0,2,2,0,0,0,0,0,0,2,AR
ARUNACHAL PRADESH,2007,Total,2,39,44,10,3,98,5,14,10,2,0,31,129,AR
ARUNACHAL PRADESH,2007,Total Salaried,0,10,10,6,1,27,0,1,0,0,0,1,28,AR
ARUNACHAL PRADESH,2007,Total Self-employed,0,12,20,3,0,35,1,4,0,1,0,6,41,AR
ASSAM,2007,Others (Please Specify),9,354,348,283,44,1038,9,121,85,18,15,248,1286,AS
ASSAM,2007,House Wife,0,0,0,0,0,0,0,188,214,95,19,516,516,AS
ASSAM,2007,Service (Government),0,6,7,2,0,15,0,0,2,0,0,2,17,AS
ASSAM,2007,Service (Private),0,9,11,10,0,30,0,7,3,2,0,12,42,AS
ASSAM,2007,Public Sector Undertaking,0,13,52,8,1,74,0,9,8,2,0,19,93,AS
ASSAM,2007,Student,29,90,0,0,0,119,23,62,3,1,1,90,209,AS
ASSAM,2007,Unemployed,0,7,2,15,6,30,0,5,1,0,0,6,36,AS
ASSAM,2007,Self-employed (Business activity),0,105,182,88,2,377,1,35,13,2,0,51,428,AS
ASSAM,2007,Professional Activity,0,30,86,34,0,150,0,0,0,0,0,0,150,AS
ASSAM,2007,Farming/Agriculture Activity,0,90,111,67,8,276,0,0,2,0,0,2,278,AS
ASSAM,2007,Retired Person,0,0,0,0,7,7,0,0,0,0,0,0,7,AS
ASSAM,2007,Total,38,704,799,507,68,2116,33,427,331,120,35,946,3062,AS
ASSAM,2007,Total Salaried,0,28,70,20,1,119,0,16,13,4,0,33,152,AS
ASSAM,2007,Total Self-employed,1,525,658,422,34,1640,6,96,64,11,8,185,1825,AS
BIHAR,2007,Others (Please Specify),17,92,83,48,18,258,18,90,24,22,17,171,429,BR
BIHAR,2007,House Wife,0,0,0,0,0,0,0,63,73,29,6,171,171,BR
BIHAR,2007,Service (Government),0,2,2,4,0,8,0,0,0,0,0,0,8,BR
BIHAR,2007,Service (Private),0,12,9,15,0,36,0,0,0,0,0,0,36,BR
BIHAR,2007,Public Sector Undertaking,0,4,5,8,2,19,0,0,0,0,0,0,19,BR
BIHAR,2007,Student,14,34,7,1,0,56,26,32,1,0,0,59,115,BR
BIHAR,2007,Unemployed,0,36,12,14,3,65,0,9,10,0,0,19,84,BR
BIHAR,2007,Self-employed (Business activity),0,2,1,4,1,8,0,2,1,0,0,3,11,BR
BIHAR,2007,Professional Activity,1,1,0,1,0,3,0,0,0,0,0,0,3,BR
BIHAR,2007,Farming/Agriculture Activity,1,29,27,19,2,78,0,0,8,0,0,8,86,BR
BIHAR,2007,Retired Person,0,0,0,1,2,3,0,0,0,0,0,0,3,BR
BIHAR,2007,Total,33,212,146,115,28,534,44,196,117,51,23,431,965,BR
BIHAR,2007,Total Salaried,0,18,16,27,2,63,0,0,0,0,0,0,63,BR
BIHAR,2007,Total Self-employed,3,82,62,49,14,210,3,37,16,14,8,78,288,BR
CHANDIGARH,2007,Others (Please Specify),0,4,4,0,1,9,0,0,0,0,0,0,9,CH
CHANDIGARH,2007,House Wife,0,0,0,0,0,0,0,10,8,1,2,21,21,CH
CHANDIGARH,2007,Service (Government),0,0,3,1,0,4,0,1,0,0,0,1,5,CH
CHANDIGARH,2007,Service (Private),0,3,10,4,0,17,0,0,0,0,0,0,17,CH
CHANDIGARH,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2007,Student,2,13,0,0,0,15,0,0,0,0,0,0,15,CH
CHANDIGARH,2007,Unemployed,0,6,2,2,0,10,0,0,0,0,0,0,10,CH
CHANDIGARH,2007,Self-employed (Business activity),0,0,2,1,0,3,0,0,0,0,0,0,3,CH
CHANDIGARH,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2007,Retired Person,0,0,0,0,2,2,0,0,0,0,0,0,2,CH
CHANDIGARH,2007,Total,2,26,21,8,3,60,0,11,8,1,2,22,82,CH
CHANDIGARH,2007,Total Salaried,0,3,13,5,0,21,0,1,0,0,0,1,22,CH
CHANDIGARH,2007,Total Self-employed,0,2,5,1,0,8,0,0,0,0,0,0,8,CH
CHHATTISGARH,2007,Others (Please Specify),44,317,363,257,156,1137,24,71,86,45,24,250,1387,CG
CHHATTISGARH,2007,House Wife,0,0,0,0,0,0,3,423,270,106,46,848,848,CG
CHHATTISGARH,2007,Service (Government),0,9,12,13,0,34,0,1,3,0,0,4,38,CG
CHHATTISGARH,2007,Service (Private),0,74,83,51,5,213,0,9,9,2,0,20,233,CG
CHHATTISGARH,2007,Public Sector Undertaking,0,8,11,3,0,22,0,1,1,0,0,2,24,CG
CHHATTISGARH,2007,Student,32,94,46,0,0,172,26,78,3,0,0,107,279,CG
CHHATTISGARH,2007,Unemployed,0,119,43,11,4,177,1,9,4,0,0,14,191,CG
CHHATTISGARH,2007,Self-employed (Business activity),0,36,64,24,8,132,0,1,2,0,0,3,135,CG
CHHATTISGARH,2007,Professional Activity,0,31,43,18,11,103,0,2,2,1,1,6,109,CG
CHHATTISGARH,2007,Farming/Agriculture Activity,2,359,458,310,135,1264,5,136,96,78,14,329,1593,CG
CHHATTISGARH,2007,Retired Person,0,0,0,1,1,2,0,0,0,0,0,0,2,CG
CHHATTISGARH,2007,Total,78,1047,1123,688,320,3256,59,731,476,232,85,1583,4839,CG
CHHATTISGARH,2007,Total Salaried,0,91,106,67,5,269,0,11,13,2,0,26,295,CG
CHHATTISGARH,2007,Total Self-employed,4,557,716,491,241,2009,9,182,165,107,29,492,2501,CG
D & N HAVELI,2007,Others (Please Specify),0,2,0,0,0,2,0,0,0,0,0,0,2,DN
D & N HAVELI,2007,House Wife,0,0,0,0,0,0,0,15,8,4,1,28,28,DN
D & N HAVELI,2007,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,DN
D & N HAVELI,2007,Service (Private),0,4,4,0,0,8,0,0,0,0,0,0,8,DN
D & N HAVELI,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,DN
D & N HAVELI,2007,Student,0,3,0,0,0,3,0,4,0,0,0,4,7,DN
D & N HAVELI,2007,Unemployed,0,2,3,2,0,7,0,0,0,0,0,0,7,DN
D & N HAVELI,2007,Self-employed (Business activity),0,0,1,1,0,2,0,0,0,0,0,0,2,DN
D & N HAVELI,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,DN
D & N HAVELI,2007,Farming/Agriculture Activity,0,4,6,4,3,17,0,0,0,0,0,0,17,DN
D & N HAVELI,2007,Retired Person,0,0,0,0,5,5,0,0,0,0,0,0,5,DN
D & N HAVELI,2007,Total,0,15,14,7,8,44,0,19,8,4,1,32,76,DN
D & N HAVELI,2007,Total Salaried,0,4,4,0,0,8,0,0,0,0,0,0,8,DN
D & N HAVELI,2007,Total Self-employed,0,4,7,5,3,19,0,0,0,0,0,0,19,DN
DAMAN & DIU,2007,Others (Please Specify),0,0,0,0,0,0,0,3,0,0,0,3,3,DD
DAMAN & DIU,2007,House Wife,0,0,0,0,0,0,0,3,2,0,0,5,5,DD
DAMAN & DIU,2007,Service (Government),0,0,0,2,0,2,0,0,0,0,0,0,2,DD
DAMAN & DIU,2007,Service (Private),0,3,1,0,0,4,0,1,0,0,0,1,5,DD
DAMAN & DIU,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Student,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DAMAN & DIU,2007,Total,0,3,1,2,0,6,0,7,2,0,0,9,15,DD
DAMAN & DIU,2007,Total Salaried,0,3,1,2,0,6,0,1,0,0,0,1,7,DD
DAMAN & DIU,2007,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0,DD
DELHI (UT),2007,Others (Please Specify),2,135,178,53,17,385,8,63,29,5,1,106,491,DL
DELHI (UT),2007,House Wife,0,0,0,0,0,0,0,158,86,12,7,263,263,DL
DELHI (UT),2007,Service (Government),0,6,15,3,0,24,0,3,1,0,0,4,28,DL
DELHI (UT),2007,Service (Private),1,100,90,25,3,219,0,22,6,1,0,29,248,DL
DELHI (UT),2007,Public Sector Undertaking,0,4,5,3,0,12,0,2,0,0,0,2,14,DL
DELHI (UT),2007,Student,9,61,5,0,0,75,7,53,0,0,0,60,135,DL
DELHI (UT),2007,Unemployed,1,108,70,18,5,202,0,44,6,0,0,50,252,DL
DELHI (UT),2007,Self-employed (Business activity),0,9,2,5,1,17,0,0,0,0,0,0,17,DL
DELHI (UT),2007,Professional Activity,0,3,0,1,0,4,0,1,0,0,0,1,5,DL
DELHI (UT),2007,Farming/Agriculture Activity,0,5,10,7,1,23,0,0,0,0,0,0,23,DL
DELHI (UT),2007,Retired Person,0,0,0,0,5,5,0,0,0,0,0,0,5,DL
DELHI (UT),2007,Total,13,431,375,115,32,966,15,346,128,18,8,515,1481,DL
DELHI (UT),2007,Total Salaried,1,110,110,31,3,255,0,27,7,1,0,35,290,DL
DELHI (UT),2007,Total Self-employed,0,67,83,35,8,193,0,26,7,0,0,33,226,DL
GOA,2007,Others (Please Specify),0,5,5,1,1,12,1,1,1,0,0,3,15,GA
GOA,2007,House Wife,0,0,0,0,0,0,0,24,20,11,4,59,59,GA
GOA,2007,Service (Government),0,0,2,1,0,3,0,0,1,2,0,3,6,GA
GOA,2007,Service (Private),0,19,23,11,2,55,0,7,1,1,0,9,64,GA
GOA,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,GA
GOA,2007,Student,1,10,3,0,0,14,1,3,0,0,0,4,18,GA
GOA,2007,Unemployed,0,16,29,15,7,67,0,12,2,0,0,14,81,GA
GOA,2007,Self-employed (Business activity),0,3,7,4,2,16,0,0,0,0,0,0,16,GA
GOA,2007,Professional Activity,0,1,0,0,0,1,0,0,0,0,0,0,1,GA
GOA,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,GA
GOA,2007,Retired Person,0,0,0,4,6,10,0,0,0,0,0,0,10,GA
GOA,2007,Total,1,54,69,36,18,178,2,47,25,14,4,92,270,GA
GOA,2007,Total Salaried,0,19,25,12,2,58,0,7,2,3,0,12,70,GA
GOA,2007,Total Self-employed,0,6,8,4,3,21,0,0,0,0,0,0,21,GA
GUJARAT,2007,Others (Please Specify),9,303,333,157,46,848,5,78,51,27,16,177,1025,GJ
GUJARAT,2007,House Wife,0,0,0,0,0,0,2,729,540,235,107,1613,1613,GJ
GUJARAT,2007,Service (Government),0,29,37,19,0,85,0,8,7,4,1,20,105,GJ
GUJARAT,2007,Service (Private),0,190,215,105,6,516,1,26,19,8,1,55,571,GJ
GUJARAT,2007,Public Sector Undertaking,0,37,59,42,2,140,0,7,7,1,0,15,155,GJ
GUJARAT,2007,Student,23,123,6,3,0,155,26,102,17,3,0,148,303,GJ
GUJARAT,2007,Unemployed,1,179,182,73,8,443,1,23,22,9,2,57,500,GJ
GUJARAT,2007,Self-employed (Business activity),0,69,110,80,11,270,0,4,2,0,0,6,276,GJ
GUJARAT,2007,Professional Activity,0,179,173,79,23,454,0,16,15,5,1,37,491,GJ
GUJARAT,2007,Farming/Agriculture Activity,0,60,128,81,20,289,0,12,8,5,3,28,317,GJ
GUJARAT,2007,Retired Person,0,20,23,34,98,175,0,7,0,14,28,49,224,GJ
GUJARAT,2007,Total,33,1189,1266,673,214,3375,35,1012,688,311,159,2205,5580,GJ
GUJARAT,2007,Total Salaried,0,256,311,166,8,741,1,41,33,13,2,90,831,GJ
GUJARAT,2007,Total Self-employed,2,503,643,341,78,1567,0,80,51,21,11,163,1730,GJ
HARYANA,2007,Others (Please Specify),18,225,304,151,57,755,4,45,33,19,6,107,862,HR
HARYANA,2007,House Wife,0,0,0,0,0,0,0,193,110,37,16,356,356,HR
HARYANA,2007,Service (Government),0,18,25,20,1,64,0,12,3,0,0,15,79,HR
HARYANA,2007,Service (Private),0,99,95,28,2,224,0,18,4,0,0,22,246,HR
HARYANA,2007,Public Sector Undertaking,0,29,42,4,0,75,0,5,6,1,0,12,87,HR
HARYANA,2007,Student,8,68,4,0,0,80,4,34,3,1,0,42,122,HR
HARYANA,2007,Unemployed,2,111,108,32,6,259,0,5,12,6,0,23,282,HR
HARYANA,2007,Self-employed (Business activity),0,24,30,23,9,86,0,0,1,1,0,2,88,HR
HARYANA,2007,Professional Activity,0,5,23,29,0,57,0,0,0,0,0,0,57,HR
HARYANA,2007,Farming/Agriculture Activity,0,68,63,37,11,179,0,0,0,0,0,0,179,HR
HARYANA,2007,Retired Person,0,13,26,16,18,73,0,1,0,0,1,2,75,HR
HARYANA,2007,Total,28,660,720,340,104,1852,8,313,172,65,23,581,2433,HR
HARYANA,2007,Total Salaried,0,146,162,52,3,363,0,35,13,1,0,49,412,HR
HARYANA,2007,Total Self-employed,1,147,153,113,29,443,1,10,24,7,2,44,487,HR
HIMACHAL PRADESH,2007,Others (Please Specify),0,37,35,12,21,105,0,16,18,4,11,49,154,HP
HIMACHAL PRADESH,2007,House Wife,0,0,0,0,0,0,0,31,16,5,4,56,56,HP
HIMACHAL PRADESH,2007,Service (Government),0,2,7,2,0,11,0,0,0,0,0,0,11,HP
HIMACHAL PRADESH,2007,Service (Private),0,18,21,6,1,46,0,1,2,1,0,4,50,HP
HIMACHAL PRADESH,2007,Public Sector Undertaking,0,4,3,4,1,12,0,1,2,0,0,3,15,HP
HIMACHAL PRADESH,2007,Student,2,11,0,0,0,13,0,20,2,0,0,22,35,HP
HIMACHAL PRADESH,2007,Unemployed,0,12,7,3,1,23,0,2,2,0,0,4,27,HP
HIMACHAL PRADESH,2007,Self-employed (Business activity),0,6,10,7,2,25,0,1,2,0,0,3,28,HP
HIMACHAL PRADESH,2007,Professional Activity,0,2,4,1,1,8,0,0,1,1,0,2,10,HP
HIMACHAL PRADESH,2007,Farming/Agriculture Activity,0,0,11,3,0,14,0,0,1,0,0,1,15,HP
HIMACHAL PRADESH,2007,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1,HP
HIMACHAL PRADESH,2007,Total,2,92,98,38,28,258,0,72,46,11,15,144,402,HP
HIMACHAL PRADESH,2007,Total Salaried,0,24,31,12,2,69,0,2,4,1,0,7,76,HP
HIMACHAL PRADESH,2007,Total Self-employed,0,28,42,20,23,113,0,6,11,4,8,29,142,HP
JAMMU & KASHMIR,2007,Others (Please Specify),0,13,26,4,3,46,0,7,1,0,0,8,54,JK
JAMMU & KASHMIR,2007,House Wife,0,0,0,0,0,0,0,26,21,4,2,53,53,JK
JAMMU & KASHMIR,2007,Service (Government),0,5,6,1,0,12,0,1,1,0,0,2,14,JK
JAMMU & KASHMIR,2007,Service (Private),0,2,5,3,0,10,0,1,0,0,0,1,11,JK
JAMMU & KASHMIR,2007,Public Sector Undertaking,0,4,1,0,0,5,0,2,0,0,0,2,7,JK
JAMMU & KASHMIR,2007,Student,0,13,1,0,0,14,0,10,0,0,0,10,24,JK
JAMMU & KASHMIR,2007,Unemployed,0,16,5,4,0,25,0,3,0,0,0,3,28,JK
JAMMU & KASHMIR,2007,Self-employed (Business activity),0,1,1,1,0,3,0,0,0,0,0,0,3,JK
JAMMU & KASHMIR,2007,Professional Activity,0,2,1,0,0,3,0,0,0,0,0,0,3,JK
JAMMU & KASHMIR,2007,Farming/Agriculture Activity,0,9,10,9,3,31,0,1,1,0,0,2,33,JK
JAMMU & KASHMIR,2007,Retired Person,0,0,1,1,2,4,0,0,0,0,0,0,4,JK
JAMMU & KASHMIR,2007,Total,0,65,57,23,8,153,0,51,24,4,2,81,234,JK
JAMMU & KASHMIR,2007,Total Salaried,0,11,12,4,0,27,0,4,1,0,0,5,32,JK
JAMMU & KASHMIR,2007,Total Self-employed,0,16,23,10,4,53,0,2,1,0,0,3,56,JK
JHARKHAND,2007,Others (Please Specify),17,109,152,118,30,426,8,53,36,21,12,130,556,JH
JHARKHAND,2007,House Wife,0,0,0,0,0,0,3,87,77,30,8,205,205,JH
JHARKHAND,2007,Service (Government),0,6,5,6,2,19,0,0,0,1,0,1,20,JH
JHARKHAND,2007,Service (Private),4,28,36,9,3,80,0,0,4,0,0,4,84,JH
JHARKHAND,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,JH
JHARKHAND,2007,Student,24,33,10,0,0,67,10,23,2,0,0,35,102,JH
JHARKHAND,2007,Unemployed,0,40,26,12,1,79,0,8,8,0,0,16,95,JH
JHARKHAND,2007,Self-employed (Business activity),1,15,19,14,0,49,0,0,3,1,0,4,53,JH
JHARKHAND,2007,Professional Activity,0,2,27,10,1,40,0,0,2,0,0,2,42,JH
JHARKHAND,2007,Farming/Agriculture Activity,0,28,40,28,5,101,1,7,3,1,0,12,113,JH
JHARKHAND,2007,Retired Person,0,0,1,0,18,19,0,0,0,0,0,0,19,JH
JHARKHAND,2007,Total,46,261,316,197,60,880,22,178,135,54,20,409,1289,JH
JHARKHAND,2007,Total Salaried,4,34,41,15,5,99,0,0,4,1,0,5,104,JH
JHARKHAND,2007,Total Self-employed,1,67,110,73,11,262,2,29,26,8,2,67,329,JH
KARNATAKA,2007,Others (Please Specify),58,1005,1414,1176,359,4012,54,336,386,226,79,1081,5093,KA
KARNATAKA,2007,House Wife,0,0,0,0,0,0,1,656,611,382,152,1802,1802,KA
KARNATAKA,2007,Service (Government),0,58,53,67,1,179,0,11,9,5,3,28,207,KA
KARNATAKA,2007,Service (Private),0,273,332,248,49,902,1,114,36,18,5,174,1076,KA
KARNATAKA,2007,Public Sector Undertaking,0,54,68,36,18,176,0,9,9,9,0,27,203,KA
KARNATAKA,2007,Student,51,177,18,0,0,246,58,193,10,0,0,261,507,KA
KARNATAKA,2007,Unemployed,0,137,185,106,22,450,6,63,21,11,1,102,552,KA
KARNATAKA,2007,Self-employed (Business activity),0,102,176,123,20,421,0,26,24,11,2,63,484,KA
KARNATAKA,2007,Professional Activity,0,37,82,58,10,187,0,3,4,0,0,7,194,KA
KARNATAKA,2007,Farming/Agriculture Activity,0,311,655,595,211,1772,7,112,125,91,28,363,2135,KA
KARNATAKA,2007,Retired Person,0,0,1,10,36,47,0,0,0,0,4,4,51,KA
KARNATAKA,2007,Total,109,2154,2984,2419,726,8392,127,1523,1235,753,274,3912,12304,KA
KARNATAKA,2007,Total Salaried,0,385,453,351,68,1257,1,134,54,32,8,229,1486,KA
KARNATAKA,2007,Total Self-employed,18,964,1676,1446,409,4513,23,299,373,235,44,974,5487,KA
KERALA,2007,Others (Please Specify),15,576,964,1104,707,3366,9,85,151,115,153,513,3879,KL
KERALA,2007,House Wife,0,0,0,0,0,0,0,289,394,433,210,1326,1326,KL
KERALA,2007,Service (Government),0,2,34,52,0,88,0,0,5,6,0,11,99,KL
KERALA,2007,Service (Private),0,34,209,135,12,390,0,21,33,24,0,78,468,KL
KERALA,2007,Public Sector Undertaking,0,3,32,50,6,91,0,2,5,6,0,13,104,KL
KERALA,2007,Student,33,82,0,0,0,115,34,124,2,0,0,160,275,KL
KERALA,2007,Unemployed,0,209,325,135,3,672,0,72,66,28,8,174,846,KL
KERALA,2007,Self-employed (Business activity),0,51,136,200,39,426,0,0,1,6,0,7,433,KL
KERALA,2007,Professional Activity,0,38,79,69,8,194,0,4,3,4,1,12,206,KL
KERALA,2007,Farming/Agriculture Activity,0,102,290,508,258,1158,0,13,21,25,15,74,1232,KL
KERALA,2007,Retired Person,0,0,0,20,68,88,0,0,0,0,6,6,94,KL
KERALA,2007,Total,48,1097,2069,2273,1101,6588,43,610,681,647,393,2374,8962,KL
KERALA,2007,Total Salaried,0,39,275,237,18,569,0,23,43,36,0,102,671,KL
KERALA,2007,Total Self-employed,0,587,1167,1454,718,3926,4,82,120,111,101,418,4344,KL
LAKSHADWEEP,2007,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,House Wife,0,0,0,0,0,0,0,0,0,2,0,2,2,LD
LAKSHADWEEP,2007,Service (Government),0,0,1,0,0,1,0,0,0,0,0,0,1,LD
LAKSHADWEEP,2007,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Student,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
LAKSHADWEEP,2007,Total,0,0,1,0,0,1,0,0,0,2,0,2,3,LD
LAKSHADWEEP,2007,Total Salaried,0,0,1,0,0,1,0,0,0,0,0,0,1,LD
LAKSHADWEEP,2007,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0,LD
MADHYA PRADESH,2007,Others (Please Specify),20,364,362,213,105,1064,51,181,81,28,21,362,1426,MP
MADHYA PRADESH,2007,House Wife,0,0,0,0,0,0,17,1128,511,165,86,1907,1907,MP
MADHYA PRADESH,2007,Service (Government),0,20,18,31,1,70,0,8,6,1,2,17,87,MP
MADHYA PRADESH,2007,Service (Private),11,63,53,35,7,169,1,45,25,8,1,80,249,MP
MADHYA PRADESH,2007,Public Sector Undertaking,0,65,47,26,1,139,1,44,11,9,0,65,204,MP
MADHYA PRADESH,2007,Student,34,155,2,0,0,191,32,98,0,1,4,135,326,MP
MADHYA PRADESH,2007,Unemployed,2,124,81,37,14,258,0,21,7,0,0,28,286,MP
MADHYA PRADESH,2007,Self-employed (Business activity),0,110,116,73,13,312,0,33,17,2,1,53,365,MP
MADHYA PRADESH,2007,Professional Activity,0,75,62,33,12,182,0,11,1,0,0,12,194,MP
MADHYA PRADESH,2007,Farming/Agriculture Activity,26,335,376,223,105,1065,8,104,67,15,4,198,1263,MP
MADHYA PRADESH,2007,Retired Person,0,2,9,5,4,20,2,0,0,0,0,2,22,MP
MADHYA PRADESH,2007,Total,93,1313,1126,676,262,3470,112,1673,726,229,119,2859,6329,MP
MADHYA PRADESH,2007,Total Salaried,11,148,118,92,9,378,2,97,42,18,3,162,540,MP
MADHYA PRADESH,2007,Total Self-employed,29,762,771,458,196,2216,43,276,140,30,19,508,2724,MP
MAHARASHTRA,2007,Others (Please Specify),1,538,811,458,223,2031,1,105,64,33,12,215,2246,MH
MAHARASHTRA,2007,House Wife,0,0,0,0,0,0,4,1880,1031,410,238,3563,3563,MH
MAHARASHTRA,2007,Service (Government),0,41,90,78,2,211,0,11,3,1,0,15,226,MH
MAHARASHTRA,2007,Service (Private),0,444,616,356,36,1452,0,80,47,11,0,138,1590,MH
MAHARASHTRA,2007,Public Sector Undertaking,0,31,44,37,3,115,0,11,4,5,0,20,135,MH
MAHARASHTRA,2007,Student,41,355,8,0,0,404,69,319,1,0,0,389,793,MH
MAHARASHTRA,2007,Unemployed,0,429,355,162,32,978,0,51,7,2,1,61,1039,MH
MAHARASHTRA,2007,Self-employed (Business activity),0,108,194,104,28,434,0,3,6,1,0,10,444,MH
MAHARASHTRA,2007,Professional Activity,0,168,291,165,57,681,0,27,18,12,9,66,747,MH
MAHARASHTRA,2007,Farming/Agriculture Activity,0,908,1498,1038,524,3968,0,131,73,37,29,270,4238,MH
MAHARASHTRA,2007,Retired Person,0,0,1,27,118,146,0,0,7,3,7,17,163,MH
MAHARASHTRA,2007,Total,42,3022,3908,2425,1023,10420,74,2618,1261,515,296,4764,15184,MH
MAHARASHTRA,2007,Total Salaried,0,516,750,471,41,1778,0,102,54,17,0,173,1951,MH
MAHARASHTRA,2007,Total Self-employed,0,1717,2780,1760,825,7082,1,264,160,82,50,557,7639,MH
MANIPUR,2007,Others (Please Specify),0,1,3,0,0,4,0,0,0,0,0,0,4,MN
